Loan ID,Loan Title,Loan Purpose,Amount Requested,Interest Rate,APR,Loan Length,Amount Funded,Number of Lenders,Expiration Date,Status,Application Date,CREDIT Rating,Home Ownership,Monthly Income,Debt-To-Income Ratio,FICO Range,Earliest CREDIT Line,Open CREDIT Lines,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Accounts Now Delinquent,Delinquent Amount,Delinquencies (Last 2 yrs),Months Since Last Delinquency,Public Records On File,Months Since Last Record,Loan Description,Location,Education,Employment Length
"973383","Credit Card Consolidation","debt_consolidation","15000.00","7.90%","9.98%","36 months","6775.00","30","2011-10-14","In-Funding","2011-09-30","A4","OWN","6000.00","13.4%","714-749","2002-02-19","12","32","15618","35.9%","0","0","0","1","23","0","","  Borrower added on 09/30/11 > I am applying for this loan to consolidate my credit cards. I am tired of paying unbelievable amounts in interest, and feel like it will be easier for me to have ONE payment. I have been employed for 10 years, have stable employment and credit history.  I am not worried about the monthly payments, as my employment will allow me to make the payments without hesitation. I can assure the lenders/borrowers of this community that if allowed an opportunity, I will not disappoint.  I look forward to building a relationship with Lending Club. Thank you for your time and consideration.<br/>","Yuba City, CA","","2 years"
"973467","Eliminate Credit Card Debt","debt_consolidation","22000.00","7.51%","9.59%","36 months","9800.00","55","2011-10-15","In-Funding","2011-10-01","A3","MORTGAGE","4583.33","16.15%","750-779","1995-10-25","8","34","2799","26.4%","0","0","0","0","","0","","","Huntington, WV","","7 years"
"973495","Home Improvement","home_improvement","15000.00","10.65%","12.90%","60 months","13775.00","59","2011-10-15","In-Funding","2011-10-01","B2","MORTGAGE","8333.33","8.84%","750-779","1995-09-25","10","29","5606","21.5%","0","0","0","1","17","0","","  Borrower added on 10/01/11 > Loan will be used for home repairs and some improvements. We improved the home significantly thus far without borrowing but strict home equity loan ratios and suspect appraisals have kept us from continuing to invest in our home. Westwood is a very stable market and we're confident that reinvesting in our home is sound given near term uncertainty in the equity markets.<br/>","Westwood, MA","","3 years"
"974170","Loan 1","debt_consolidation","5000.00","6.03%","6.78%","36 months","3400.00","41","2011-10-15","In-Funding","2011-10-01","A1","MORTGAGE","5508.33","20.95%","750-779","1999-09-04","15","42","5203","11.2%","0","0","0","0","","0","","","East Greenbush, NY","","5 years"
"976542","Consolidate","debt_consolidation","3600.00","7.90%","9.98%","36 months","525.00","19","2011-10-17","In-Funding","2011-10-03","A4","RENT","1200.00","10.08%","679-713","2006-08-30","14","22","2399","68.5%","0","0","0","0","","0","","  Borrower added on 10/03/11 > I will be using this loan to pay off my high interest credit cards.  I have two that are high interest but only have a balance of almost $1000 between them.  I want to completely knock them down and put the rest towards a lower interest card I have through my credit union.<br/>","Lakeland , FL","","< 1 year"
"976873","Start My At Home Business","small_business","2000.00","10.65%","13.49%","36 months","1225.00","26","2011-10-18","In-Funding","2011-10-04","B2","RENT","1000.00","14.1%","679-713","1993-05-11","9","15","2357","34.2%","1","0","0","0","42","1","102","  Borrower added on 10/04/11 > I am interested in obtaining a loan for the purpose of starting a home business within the field of free lance writing.<br/>","West Liberty, IL","","n/a"
"976931","wedding loan","wedding","9500.00","13.49%","17.13%","36 months","3425.00","67","2011-10-18","In-Funding","2011-10-04","C1","RENT","2814.00","18.48%","679-713","2005-06-07","8","9","565","6.8%","2","0","0","0","","0","","  Borrower added on 10/04/11 > its for my wedding that i am having less than 2 months<br/> Borrower added on 10/04/11 > And my honeymoon<br/>","hampton, GA","","5 years"
"977204","Debt Consolidation","debt_consolidation","20000.00","11.71%","13.99%","60 months","16125.00","25","2011-10-18","In-Funding","2011-10-04","B3","OWN","3333.33","18.33%","780+","1976-09-19","7","23","2376","3.6%","0","0","0","0","","0","","  Borrower added on 09/18/11 > I am paying off a high interest credit card and a car loan.  In addition, I have some lawyer fees that need to be settled.<br/>Borrower added on 09/18/11 > I am paying off a high interest credit card and a car loan.  In addition, I have some lawyer fees that need to be settled.<br/>","Lockport, IL","","n/a"
"977203","Equipment Loan","small_business","35000.00","18.64%","21.08%","60 months","9350.00","24","2011-10-18","In-Funding","2011-10-04","E1","RENT","16666.67","3.92%","714-749","2002-01-24","8","8","3152","62.4%","1","0","0","0","","0","","  Borrower added on 10/04/11 > expanding my business, need some additional equipment to keep up with sales<br/>","Las Vegas, NV","","6 years"
"977241","personal loan for business","small_business","11000.00","17.27%","19.68%","60 months","1150.00","22","2011-10-18","In-Funding","2011-10-04","D3","RENT","4000.00","11.97%","714-749","2003-10-29","5","10","7184","69.1%","0","0","0","0","","0","","  Borrower added on 09/21/11 > I am using this loan amount  for working capital,I am intending to pay off in 3 years.<br/>Borrower added on 09/21/11 > I am using this loan amount  for working capital,I am intending to pay off in 3 years.<br/>","lewisville, TX","","2 years"
"977236","Business Loan","small_business","4900.00","7.90%","9.98%","36 months","375.00","12","2011-10-18","In-Funding","2011-10-04","A4","RENT","3333.33","12.27%","780+","2000-02-04","3","9","991","19.8%","0","0","0","0","55","0","","","Old Bridge, NJ","","10+ years"
"977252","Small Business Loan","small_business","35000.00","14.27%","17.92%","36 months","1325.00","26","2011-10-18","In-Funding","2011-10-04","C2","MORTGAGE","20833.33","7.86%","714-749","1998-11-11","11","26","2035","14.5%","1","0","0","0","","2","34","","Reno, NV","","10+ years"
"977570"," Debt Consolidation","debt_consolidation","11100.00","6.03%","6.78%","36 months","375.00","11","2011-10-18","In-Funding","2011-10-04","A1","MORTGAGE","8333.33","11.68%","750-779","2000-06-03","8","20","57111","36.7%","0","0","0","0","","0","","","San Ramon, CA","","7 years"
"977591","Debt Consolidation","debt_consolidation","6300.00","10.65%","13.49%","36 months","1575.00","25","2011-10-18","In-Funding","2011-10-04","B2","RENT","6916.67","9.57%","679-713","2005-02-07","5","6","5280","57.4%","2","0","0","0","75","1","109","","Norwich, CT","","5 years"
"976845","In vitro fertilization","medical","21000.00","8.90%","10.99%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A5","MORTGAGE","7166.67","8.47%","714-749","2000-03-04","8","17","11143","33.5%","1","0","0","0","","0","","","Bluffton, SC","","5 years"
"972602","Haynes","home_improvement","20000.00","19.91%","22.38%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","E4","MORTGAGE","6717.00","16.66%","660-678","1991-01-22","16","41","2956","89.58%","1","0","0","0","43","0","","","DREXEL HILL, PA","","5 years"
"977708","My Consoldation Loan","debt_consolidation","22000.00","12.69%","14.99%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B5","MORTGAGE","4166.67","27.96%","714-749","1971-10-14","14","31","35238","65.4%","0","0","0","1","15","0","","  Borrower added on 09/14/11 > Thank you for lending me the money to pay off my loans.<br/>","Ravensdale, WA","","8 years"
"977535","Backyard Remodel","home_improvement","30000.00","15.96%","18.33%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C5","MORTGAGE","8417.00","24.5%","714-749","1999-12-06","11","41","25561","70.8%","1","0","0","0","","0","","","ROYSE CITY, TX","","3 years"
"977988","Debt Consolidation","debt_consolidation","21000.00","19.91%","22.38%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","E4","MORTGAGE","9166.67","11.28%","660-678","1998-11-11","11","21","10694","63.3%","1","0","0","0","30","1","100","","Longview, WA","","10+ years"
"978018","Debt Consolidation / NY Trip","debt_consolidation","15000.00","18.25%","20.68%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","D5","RENT","2583.33","12.15%","679-713","2006-04-03","3","6","10621","77.5%","0","0","0","0","","0","","","Kirkland, IL","","n/a"
"970420","moving expenses","other","5500.00","6.03%","6.78%","36 months","5025.00","82","2011-10-12","In-Funding","2011-09-28","A1","MORTGAGE","5417.00","22.52%","750-779","1994-12-26","9","18","68859","41.7%","0","0","0","0","","0","","  Borrower added on 09/28/11 > Personal loan to be used for home improvement purposes<br/>","JACKSON, NJ","","9 years"
"973128","Energy Drink","small_business","10000.00","12.69%","15.56%","36 months","6975.00","75","2011-10-14","In-Funding","2011-09-30","B5","RENT","5333.33","10.84%","679-713","2005-04-04","6","13","1983","57.8%","2","0","0","0","","0","","  Borrower added on 09/30/11 > Acquiring sole distribution rights to an energy drink for the African continent<br/>null Borrower added on 10/04/11 > The unique characteristics of the drink will enable rapid gain in market share of consumers.<br/>","bowling green, KY","","1 year"
"973882","Credit Card Consolidation","debt_consolidation","8000.00","6.62%","7.99%","36 months","4000.00","31","2011-10-15","In-Funding","2011-10-01","A2","MORTGAGE","2750.00","25.31%","714-749","2003-06-15","13","25","7088","20.6%","0","0","0","0","","0","","","Streamwood, IL","","6 years"
"973911","Charge Cards Pay Off","credit_card","12000.00","6.62%","7.99%","36 months","6350.00","39","2011-10-15","In-Funding","2011-10-01","A2","MORTGAGE","4666.67","14.36%","750-779","1980-06-15","10","23","18721","64.3%","1","0","0","0","","0","","  Borrower added on 10/02/11 > I plan to use the funds to pay off high interest credit cards.  I am a good borrower because I always pay all of my bills on time.  I have worked for the same employer for the last 14 years.  I own my own home with a mortgage.  My car is paid off in full, so I do not have a car payment.<br/> Borrower added on 10/02/11 > I plan to use the funds to pay off high interest credit cards. I am a good borrower because I always pay all of my bills online.  My credit score is excellent.  I own my home with a mortgage.  My car is paid off in full so I do not have a car payment.  I have worked for the same employer for the past 14 years.<br/>","Sarasota, FL","","10+ years"
"974175","Car Loan","car","15000.00","6.03%","6.78%","36 months","7075.00","40","2011-10-15","In-Funding","2011-10-01","A1","RENT","7200.00","1.4%","750-779","2000-10-28","10","11","2940","6.3%","0","0","0","0","","0","","  Borrower added on 10/01/11 > thank you very much for granting the loan<br/> Borrower added on 10/01/11 > i thank you for the loan given i shall keep to my promise.<br/>","el sobrante, CA","","2 years"
"972494","Debt Consolidation Loan","debt_consolidation","14650.00","19.03%","21.48%","60 months","12500.00","86","2011-10-16","In-Funding","2011-10-02","E2","RENT","3250.00","13.26%","679-713","1995-02-26","9","19","9366","44.4%","3","0","0","0","54","0","","  Borrower added on 10/02/11 > Consolidation of all Credit Cards<br/>null","LOUISVILLE, KY","","10+ years"
"968860","cc payoff","debt_consolidation","4950.00","8.90%","10.99%","36 months","1975.00","62","2011-10-16","In-Funding","2011-10-02","A5","RENT","1250.00","14.96%","714-749","2005-03-04","16","25","7310","18.7%","2","0","0","0","","0","","  Borrower added on 10/03/11 > Employed fulltime at Enterprise Rent A Car since graduating college. Using funds to pay off credit card debt accumulated while getting masters degree. Plan on being debt free by December 2012. Reducing payments by consolidating will allow more funds to go toward repayment of student loans and help achieve my financial goal. Currently invested in Roth IRA and employer 401K. After becoming debt free in December 2012, plan on building savings and investments.<br/>","miami beach , FL","","3 years"
"974332","bill consolidation/car repair","other","25000.00","11.71%","13.99%","60 months","20925.00","43","2011-10-16","In-Funding","2011-10-02","B3","OWN","2500.00","2.2%","750-779","2000-10-29","5","10","2522","36.6%","0","0","0","0","","0","","  Borrower added on 10/02/11 > This loan would actually be cheaper for me to pay than what I am paying now.<br/>","Melbourne, FL","","< 1 year"
"975134","Debt Consolidation","debt_consolidation","13600.00","6.03%","6.78%","36 months","5250.00","27","2011-10-17","In-Funding","2011-10-03","A1","RENT","7083.33","22.94%","750-779","1996-10-21","10","26","16636","20.6%","1","0","0","0","","0","","  Borrower added on 10/03/11 > This is my second LC loan. The first loan is currently in repayment with over 6 months of timely payments. I will be using the funds from my second loan to consolidate credit card debt from three accounts with interest rates in excess of 19%. I have a stable job with the government and have an extensive credit history with an impeccable record of timely payments (never once made a late payment or defaulted on anything). I encourage you to invest in my loan so that it can become fully funded. You should have no reservations as this will be a great selection to include in your portfolio. Thanks!<br/>","New Castle, PA","","5 years"
"975133","Debt Consolidation","debt_consolidation","20000.00","17.58%","19.99%","60 months","16900.00","86","2011-10-17","In-Funding","2011-10-03","D4","RENT","5533.12","16.36%","679-713","1994-09-02","9","23","12671","67.4%","0","0","0","0","37","0","","","LONG BEACH, CA","","10+ years"
"974904","Credit Card Payment","credit_card","7000.00","8.90%","10.99%","36 months","2575.00","18","2011-10-17","In-Funding","2011-10-03","A5","RENT","2500.00","18%","679-713","2002-06-22","10","19","7207","70%","0","0","0","0","","0","","","Closter, NJ","","< 1 year"
"976878","Medical","medical","4200.00","14.27%","17.92%","36 months","2725.00","53","2011-10-18","In-Funding","2011-10-04","C2","RENT","3000.00","14.3%","679-713","2000-06-03","5","18","2186","99.4%","0","0","0","0","56","0","","","San Jose, CA","","2 years"
"976941","Personal","other","16000.00","16.77%","19.16%","60 months","13000.00","21","2011-10-18","In-Funding","2011-10-04","D2","RENT","2500.00","0%","714-749","1990-11-23","2","9","0","0%","0","0","0","1","7","0","","","Waterford, MI","","n/a"
"976956","Debt Consoidation","debt_consolidation","25450.00","21.67%","24.18%","60 months","10375.00","34","2011-10-18","In-Funding","2011-10-04","F3","RENT","4166.67","18%","660-678","1998-08-13","11","24","24512","49.5%","1","0","0","0","","0","","","Des Plaines, IL","","9 years"
"972904","Debt Consolidation Loan","debt_consolidation","22750.00","18.64%","21.08%","60 months","9500.00","24","2011-10-18","In-Funding","2011-10-04","E1","OWN","3113.20","19.02%","679-713","1996-05-23","16","35","23090","76.2%","2","0","0","0","","0","","","Sacramento, CA","","10+ years"
"977595","pay off major credit cards","debt_consolidation","14000.00","9.91%","12.74%","36 months","300.00","9","2011-10-18","In-Funding","2011-10-04","B1","OWN","2601.33","18.18%","714-749","1999-07-09","13","24","15829","30.5%","1","0","0","0","","0","","","San Antonio, TX","","n/a"
"977644","Debt Consolidation","debt_consolidation","18000.00","13.49%","15.81%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C1","OWN","4100.00","24.12%","714-749","1985-11-19","19","36","29948","72.7%","2","0","0","0","","0","","  Borrower added on 10/04/11 > This loan, if funded will pay high interest rate credit cards. I intend to pay this loan in 2-3 years. <br/>I work in the health care field and have been working for the same company for the past 3+ years.<br/><br/>I am stable, committed, and pay my bills on time.<br/><br/>My goal is to improve my FICO score and buy my dream home in 6 years.<br/>","seattle, WA","","3 years"
"977707","Debt Consolidation","debt_consolidation","3000.00","10.65%","13.49%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B2","MORTGAGE","5000.00","0.5%","714-749","1985-09-20","3","27","102","9.3%","0","0","0","1","6","0","","  Borrower added on 10/04/11 > Needing this loan for debt consolidation<br/> Borrower added on 10/04/11 > needing this loan for debt consolidation<br/>","Trinity, AL","","10+ years"
"974098","Credit Card Debt Consolidation","debt_consolidation","10000.00","11.71%","14.57%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","B3","RENT","4166.67","8.9%","714-749","2005-09-05","25","37","1327","5.6%","0","0","0","0","","0","","  Borrower added on 10/04/11 > I want to pay off my credit card debt. I had never problems with late payment and financial planning.<br/>","Harwood Heights , IL","","3 years"
"970816","Kfx 450","major_purchase","7200.00","7.90%","9.98%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A4","OWN","15000.00","8.12%","714-749","1986-07-17","16","27","8038","9.6%","0","0","0","1","2","0","","","Happy Valley, OR","","1 year"
"977971","Lending Club","debt_consolidation","13475.00","18.64%","21.08%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","E1","MORTGAGE","3333.33","24.3%","660-678","2002-11-20","9","29","8872","59.9%","0","0","0","0","","1","102","","Wimauma, FL","","2 years"
"977992","home","home_improvement","12800.00","13.49%","15.81%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","C1","MORTGAGE","4750.00","18.13%","679-713","1999-01-10","9","25","23483","76.2%","0","0","0","0","","0","","","fayette, OH","","n/a"
"977350","Low interest consolidation ","debt_consolidation","3000.00","11.71%","14.57%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","B3","RENT","2080.00","8.22%","679-713","2006-11-29","5","6","1377","81%","0","0","0","0","","0","","","Chula Vista, CA","","4 years"
"968972","Personal Loan","debt_consolidation","7125.00","11.71%","14.57%","36 months","25.00","1","2011-10-18","In-Funding","2011-10-04","B3","RENT","2000.00","19.4%","679-713","2002-07-16","3","9","2369","59.2%","0","0","0","0","72","0","","","Encinitas, CA","","n/a"
"977900","10k","debt_consolidation","6000.00","7.90%","9.98%","36 months","0.00","0","2011-10-18","In-Funding","2011-10-04","A4","RENT","4500.00","24.82%","679-713","1994-07-05","11","24","8102","56.7%","0","0","0","0","33","0","","","Andrews AFB, MD","","2 years"
"891109","Debt Consolidation","debt_consolidation","30000.00","19.42%","21.88%","60 months","16850.00","196","2011-10-10","In-Funding","2011-09-26","E3","MORTGAGE","11666.67","11.16%","679-713","1996-12-07","9","34","46385","26.4%","0","0","0","1","14","0","","  Borrower added on 09/26/11 > Debt consolidation and emergency fund<br/> Borrower added on 09/28/11 > Using to pay off different personal loan, credit card balances, and have emergency fund available.<br/>","St Louis Park, MN","","2 years"
"883720","Wedding Loan","credit_card","12000.00","6.62%","7.99%","36 months","9550.00","89","2011-10-12","In-Funding","2011-09-28","A2","MORTGAGE","7500.00","14.76%","750-779","2000-05-28","11","25","21855","29.5%","1","0","0","0","","0","","","Eastvale, CA","","6 years"
"970057","Home Improvement","home_improvement","8000.00","6.62%","7.99%","36 months","7425.00","113","2011-10-12","In-Funding","2011-09-28","A2","MORTGAGE","11347.75","4.59%","750-779","1995-09-22","8","27","27048","30.7%","1","0","0","0","","0","","  Borrower added on 09/28/11 > i AM REPLACING A ROOF AND WINDOWS IN MY HOME. THE TOTAL COST IS $13,000. i AM PAYING $5000 IN  CASH, AND WISH TO BORROW THE REST SO AS NOT TO DEPLETE MY SAVINGS.<br/> Borrower added on 10/02/11 > I have been asked twice why my revolving debt is at it's current level, so I will post it here for all to see. I was out of work from 2005 until late 2007 after being rear ended by a drunk driver with no insurance. During this entire period, I was never late on a single payment. Work or not, I have a responsibility to stay current on my loans. I did, however, incur over $60,000 in credit card debt. Since then, I have paid off my Subaru and my Mercedes, which I now own free and clear. In addition, I have reduced my credit card debt by over $40,000. My goal is to be competely debt free (with the exception of my mortgage and this loan) by September of next year.<br/>","HOOSICK FALLS, NY","","2 years"
"972626","Holiday Business Loan","small_business","35000.00","22.74%","25.28%","60 months","13525.00","94","2011-10-14","In-Funding","2011-09-30","G1","RENT","14000.00","7.84%","679-713","1999-07-05","5","9","27185","95.4%","0","0","0","0","","0","","","Mesquite, TX","","< 1 year"
"972994","Debt Consolidation","debt_consolidation","28000.00","18.64%","21.08%","60 months","12300.00","82","2011-10-14","In-Funding","2011-09-30","E1","MORTGAGE","6000.00","14.97%","679-713","1996-06-20","7","29","11477","83.8%","0","0","0","0","39","0","","  Borrower added on 09/30/11 > If this loan is approved, all credit card accounts will be closed and the money lent will be used to pay them off. Please consider this requets.<br/>","Decatur, AL","","4 years"
"973444","Consolidate 3","debt_consolidation","20000.00","11.71%","13.99%","60 months","17975.00","56","2011-10-15","In-Funding","2011-10-01","B3","MORTGAGE","8046.00","20.07%","714-749","1985-08-18","10","40","22138","61.7%","0","0","0","0","","0","","  Borrower added on 10/01/11 > Goal is to combine three loans for a lower interest rate and lower monthly payment.<br/>","Sonora, CA","","10+ years"
"888739","Credit card debt ","credit_card","16000.00","11.71%","14.57%","36 months","9350.00","81","2011-10-15","In-Funding","2011-10-01","B3","RENT","8333.33","22.81%","679-713","2006-05-17","16","28","12895","33.4%","0","0","0","0","","0","","  Borrower added on 10/01/11 > Thank you for approving my loan<br/>null","Miami, FL","","5 years"
"973765","Debt Consolidation Loan","debt_consolidation","31200.00","12.42%","14.71%","60 months","27500.00","125","2011-10-15","In-Funding","2011-10-01","B4","MORTGAGE","10750.00","4.03%","714-749","1996-10-19","8","15","14814","48.9%","0","0","0","0","","0","","","Verplanck, NY","","5 years"
"967756","Mortgage Down-payment","house","35000.00","8.90%","10.99%","36 months","15075.00","58","2011-10-15","In-Funding","2011-10-01","A5","RENT","19166.67","6.57%","780+","1991-02-18","11","31","29830","22.7%","3","0","0","0","","0","","This loan will be used to augment my down-payment for a mortgage on a primary residence.  The rest of the down-payment will come from my personal savings.","Evergreen, CO","","10+ years"
"881286","New loan","debt_consolidation","31700.00","20.89%","23.38%","60 months","12525.00","75","2011-10-15","In-Funding","2011-10-01","F1","RENT","20833.33","13.64%","679-713","1995-05-28","9","24","64306","97.8%","0","0","0","0","","0","","","NYC, NY","","6 years"
"968815","MBNA loan consolidationn","debt_consolidation","35000.00","8.90%","10.99%","36 months","28025.00","79","2011-10-11","In-Funding","2011-09-27","A5","MORTGAGE","12000.00","17.25%","714-749","1983-03-28","11","33","26762","64.3%","0","0","0","0","","0","","  Borrower added on 09/27/11 > Good bye BOA loans!<br/>","Olney, MD","","< 1 year"
"868000","Debt Consolidation","debt_consolidation","30000.00","19.03%","21.48%","60 months","16375.00","158","2011-10-12","In-Funding","2011-09-28","E2","MORTGAGE","6666.67","15.42%","679-713","1995-11-17","11","27","16446","41.2%","1","0","0","0","","0","","","Harlingen, TX","","10+ years"
"971117","Consolidation","debt_consolidation","35000.00","11.71%","13.99%","60 months","30350.00","165","2011-10-13","In-Funding","2011-09-29","B3","RENT","12916.67","5.54%","750-779","2000-04-29","8","22","1556","5.8%","0","0","0","0","","0","","","Washington, DC","","3 years"
"971912","Boat Loan","major_purchase","16000.00","6.03%","6.78%","36 months","7875.00","50","2011-10-13","In-Funding","2011-09-29","A1","MORTGAGE","19583.33","8.41%","750-779","1985-06-17","9","17","5902","28.8%","2","0","0","0","","0","","  Borrower added on 10/02/11 > Funding is for financing purchase of a bass boat - 2006 Nitro 591 DC, $17,900.00 purchase price.  19 hours of use, loaded and in excellent condition.  NADA appraisal approximately $24,000.<br/>null","Dallas, TX","","10+ years"
"972780","Major Purchase Loan","major_purchase","14000.00","7.90%","9.98%","36 months","7450.00","66","2011-10-14","In-Funding","2011-09-30","A4","RENT","3750.00","10%","714-749","2002-11-16","5","8","1929","8.1%","0","0","0","0","","0","","","Van Nuys, CA","","6 years"
"974958","get out of debt","debt_consolidation","10950.00","7.51%","9.59%","36 months","3875.00","15","2011-10-17","In-Funding","2011-10-03","A3","MORTGAGE","4000.00","25.1%","714-749","1991-11-17","10","32","35265","67.6%","1","0","0","0","","0","","  Borrower added on 10/03/11 > this is a debt consolidation loan<br/>","aiken, SC","","10+ years"
"976502","Car Loan","car","5500.00","11.71%","14.57%","36 months","3150.00","34","2011-10-17","In-Funding","2011-10-03","B3","RENT","1500.00","18.27%","679-713","1996-07-23","7","7","7015","53.1%","3","0","0","0","","0","","","la puente, CA","","1 year"
"976869","Scooter","major_purchase","5000.00","6.03%","6.78%","36 months","1925.00","10","2011-10-18","In-Funding","2011-10-04","A1","RENT","2500.00","4.16%","750-779","1999-09-06","8","17","4336","20.9%","1","0","0","0","","0","","  Borrower added on 10/04/11 > scooter<br/> Borrower added on 10/04/11 > scooter<br/> Borrower added on 10/04/11 > student loans<br/>","Montgomery Village , MD","","n/a"
"973024","Small Business Loan","small_business","16000.00","16.29%","18.67%","60 months","13400.00","28","2011-10-18","In-Funding","2011-10-04","D1","MORTGAGE","5500.00","28.53%","714-749","1994-06-05","7","22","39632","92.4%","6","0","0","0","","0","","","Grand Rapids, MI","","10+ years"
"976906","bill consolidation","debt_consolidation","35000.00","23.13%","25.68%","60 months","10650.00","35","2011-10-18","In-Funding","2011-10-04","G2","MORTGAGE","8333.33","7.82%","660-678","1995-01-12","13","49","16676","91.6%","2","0","0","1","2","0","","","Brooklyn, NY","","8 years"
"976929","debt consolidation","debt_consolidation","7450.00","12.42%","15.29%","36 months","4425.00","44","2011-10-18","In-Funding","2011-10-04","B4","RENT","2500.00","6.28%","679-713","2007-07-27","5","8","703","53.6%","3","0","0","0","","0","","","little rock, AR","","7 years"
"977249","Small Business Loan","small_business","8000.00","7.90%","9.98%","36 months","250.00","8","2011-10-18","In-Funding","2011-10-04","A4","RENT","2833.33","16.06%","714-749","2003-08-17","5","8","756","2.6%","0","0","0","0","32","0","","  Borrower added on 10/04/11 > These funds will be used to purchase equipment for a small business startup.<br/>","Tallahassee, FL","","< 1 year"
"972015","personal loan","other","10000.00","8.90%","10.99%","36 months","675.00","12","2011-10-18","In-Funding","2011-10-04","A5","RENT","3083.00","18.46%","714-749","2004-04-13","4","14","4527","68.6%","2","0","0","0","","0","","","WOONSOCKET, RI","","5 years"
"977112","2007 MAZDA MX5","car","4000.00","12.42%","14.71%","60 months","350.00","7","2011-10-18","In-Funding","2011-10-04","B4","MORTGAGE","7000.00","9.94%","679-713","1987-08-11","7","23","27472","39%","0","0","0","1","20","0","","  Borrower added on 10/04/11 > The funds will be used to purchase a vehicle for re-sale.<br/> Borrower added on 10/04/11 > I would like to use the loan to purchase a vehicle for re-sale.<br/>null","Lake Balboa, CA","","10+ years"
"977281","CC Payoff","debt_consolidation","12800.00","12.69%","14.99%","60 months","625.00","16","2011-10-18","In-Funding","2011-10-04","B5","MORTGAGE","4583.33","8.97%","714-749","1993-08-09","7","18","8036","60%","2","0","0","0","","0","","","Las Vegas, NV","","2 years"
"977318","Chase and citi","debt_consolidation","15375.00","15.96%","18.33%","60 months","675.00","12","2011-10-18","In-Funding","2011-10-04","C5","OWN","5166.67","23.81%","679-713","1998-10-12","9","39","23019","73.3%","2","0","0","0","","0","","","Miami, FL","","1 year"
"977611","100% Perfect Payment History","credit_card","24000.00","22.06%","24.58%","60 months","0.00","0","2011-10-18","In-Funding","2011-10-04","F4","MORTGAGE","5666.67","15.67%","660-678","2000-03-05","10","32","26698","91.1%","1","0","0","0","","0","","","racine, WI","","4 years"
"887982","Pay Bills","major_purchase","7000.00","6.03%","6.78%","36 months","2950.00","20","2011-10-17","In-Funding","2011-10-03","A1","OWN","3333.33","19.59%","780+","1972-12-10","9","22","9072","24.3%","0","0","0","0","","0","","","Oak Lawn, IL","","n/a"
"973218","Debt Consolidation Loan","debt_consolidation","30000.00","10.65%","13.49%","36 months","14075.00","60","2011-10-14","In-Funding","2011-09-30","B2","MORTGAGE","7833.33","24.52%","714-749","1995-09-24","13","27","4659","25%","2","0","0","0","","0","","","Baltimore, MD","","10+ years"
"974124","Debt Consolidation Loan","debt_consolidation","20675.00","20.89%","23.38%","60 months","11850.00","78","2011-10-16","In-Funding","2011-10-02","F1","MORTGAGE","6391.67","22.12%","660-678","1982-08-05","11","36","24596","58.3%","3","0","0","0","50","0","","","Covington, GA","","4 years"
"974543","To pay credit card balance","credit_card","3100.00","7.51%","9.59%","36 months","2350.00","66","2011-10-16","In-Funding","2011-10-02","A3","MORTGAGE","2666.67","17.55%","714-749","2001-12-23","6","18","5389","49%","1","0","0","0","","0","","  Borrower added on 10/02/11 > This would really help save me money; this Interest Rate is much lower than my HSBC Credit Card!<br/>","Jamesville, NY","","5 years"
"868126","Consolidation","small_business","5600.00","12.42%","15.29%","36 months","3575.00","41","2011-10-17","In-Funding","2011-10-03","B4","MORTGAGE","5000.00","19.78%","660-678","1997-07-20","9","22","37866","45%","0","0","0","2","2","0","","","el paso, TX","","1 year"
"968999","Debt Consolidation","debt_consolidation","35000.00","22.06%","24.58%","60 months","10250.00","30","2011-10-18","In-Funding","2011-10-04","F4","MORTGAGE","8333.33","22.13%","660-678","1994-10-28","14","27","50668","79%","0","0","0","0","","0","","","Frametown, WV","","10+ years"
"889642","Credit Card Payoff","credit_card","6000.00","8.90%","10.99%","36 months","1175.00","23","2011-10-18","In-Funding","2011-10-04","A5","MORTGAGE","6166.67","3.89%","714-749","1996-11-21","12","43","8549","50%","1","0","0","0","","0","","","Berea, KY","","6 years"
"867360","Home Improvement Loan","home_improvement","9000.00","6.03%","6.78%","36 months","3775.00","28","2011-10-17","In-Funding","2011-10-03","A1","MORTGAGE","6416.67","9.86%","780+","1999-04-09","11","27","10526","19.7%","1","0","0","0","","0","","  Borrower added on 10/03/11 > Add Vinyl Siding, Soffits, &amp; Facia tor House in October 2011<br/>","Burnsville, MN","","8 years"
